time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-19T03:57:38.540Z,18.892,-65.032,31,2.84,md,13,332,1.1088,0.24,pr,pr2019050008,2019-02-19T07:31:59.852Z,"61km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.76,15.04,0.31,12,reviewed,pr,pr
2019-02-19T03:26:51.870Z,59.4232,-146.8791,0.2,3.5,ml,,,,0.71,ak,ak0192aqtcdq,2019-02-19T03:31:57.017Z,"31km W of Middleton Island, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-19T03:11:10.020Z,-23.9539,-66.6681,191.55,4.8,mb,,53,2.92,1.17,us,us2000jjty,2019-02-19T03:31:38.040Z,"46km NW of San Antonio de los Cobres, Argentina",earthquake,8.5,8.6,0.101,30,reviewed,us,us
2019-02-19T02:05:39.490Z,-21.5493,-174.113,10,5.2,mb,,113,4.635,1.08,us,us2000jjtn,2019-02-19T02:26:36.040Z,"89km ESE of `Ohonua, Tonga",earthquake,12.8,1.9,0.059,96,reviewed,us,us
2019-02-19T01:35:07.180Z,19.4371,-64.828,41,3.3,md,14,311,1.649,0.5,pr,pr2019050006,2019-02-19T05:45:54.262Z,"115km N of Road Town, British Virgin Islands",earthquake,4.17,32.33,0.35,11,reviewed,pr,pr
2019-02-19T01:15:26.900Z,19.4563,-64.9621,69,3.32,md,3,343,1.5854,0.06,pr,pr2019050004,2019-02-19T05:45:44.903Z,"120km NNW of Road Town, British Virgin Islands",earthquake,3.38,7.88,0,1,reviewed,pr,pr
2019-02-19T01:01:15.200Z,19.3651,-64.8396,25,3.02,md,10,337,1.5856,0.35,pr,pr2019050003,2019-02-19T05:45:35.575Z,"107km NNW of Road Town, British Virgin Islands",earthquake,3.03,29.32,0.43,8,reviewed,pr,pr
2019-02-19T00:49:37.610Z,34.0371667,-116.9875,13.49,2.47,ml,117,17,0.115,0.15,ci,ci37534418,2019-02-20T01:49:56.470Z,"5km E of Yucaipa, CA",earthquake,0.11,0.28,0.17,24,reviewed,ci,ci
2019-02-19T00:40:37.240Z,19.3611,-64.7946,35,2.83,md,11,337,1.6116,0.35,pr,pr2019050002,2019-02-23T03:41:08.040Z,"102km N of Road Town, British Virgin Islands",earthquake,3.17,25.68,0.34,7,reviewed,pr,pr
2019-02-19T00:26:45.040Z,53.4373,161.4133,13.92,4.6,mb,,117,1.712,0.75,us,us2000jjt9,2019-02-23T05:38:14.040Z,"189km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,5.3,4.3,0.054,101,reviewed,us,us
2019-02-19T00:23:57.960Z,19.0591,-64.4433,24,3.29,md,5,346,1.6782,0.45,pr,pr2019050001,2019-02-23T03:37:15.040Z,"62km NNE of Road Town, British Virgin Islands",earthquake,7.4,38.37,0.04,2,reviewed,pr,pr
2019-02-19T00:01:43.980Z,19.2626,-64.5955,49,3.35,md,3,341,1.6812,0.46,pr,pr2019050000,2019-02-23T03:34:07.040Z,"122km N of Road Town, British Virgin Islands",earthquake,8.18,34.06,0.18,2,reviewed,pr,pr
2019-02-18T23:56:56.310Z,19.6538,-65.08,48,3.2,md,7,336,1.696,0.41,pr,pr2019049015,2019-02-22T05:07:40.040Z,"127km N of Road Town, British Virgin Islands",earthquake,6.2,30.31,0.39,3,reviewed,pr,pr
2019-02-18T23:47:35.160Z,19.1908,-64.7348,34,2.9,md,10,338,1.53,0.48,pr,pr2019049014,2019-02-22T05:10:53.040Z,"86km N of Road Town, British Virgin Islands",earthquake,5.73,32.84,0.25,8,reviewed,pr,pr
2019-02-18T23:45:08.980Z,19.4165,-64.6808,63,3.4,md,16,319,1.7287,0.42,pr,pr2019049013,2019-02-22T05:13:57.040Z,"119km N of Road Town, British Virgin Islands",earthquake,4.78,16.74,0.4,13,reviewed,pr,pr
2019-02-18T23:38:06.820Z,19.4898,-64.8938,87,4.8,md,23,232,1.6517,0.5,pr,pr2019049011,2019-02-22T04:44:45.040Z,"115km NNW of Road Town, British Virgin Islands",earthquake,4.77,10.44,0.3,17,reviewed,pr,pr
2019-02-18T23:34:48.900Z,37.3916667,-121.5106667,8.12,2.85,md,83,50,0.04715,0.07,nc,nc73143371,2019-02-22T14:51:44.465Z,"28km E of Alum Rock, CA",earthquake,0.09,0.19,0.161,110,reviewed,nc,nc
2019-02-18T23:17:57.340Z,19.3778333,-155.0675,6.3,2.5,ml,42,152,0.0255,0.13,hv,hv70816981,2019-02-22T05:00:35.040Z,"14km S of Fern Acres, Hawaii",earthquake,0.55,0.45,0.158,31,reviewed,hv,hv
2019-02-18T22:11:38.560Z,2.2153,96.1987,10,4.3,mb,,196,1.647,0.76,us,us2000jjqr,2019-02-18T22:32:35.040Z,"35km SW of Sinabang, Indonesia",earthquake,9.5,2,0.142,14,reviewed,us,us
2019-02-18T21:15:57.840Z,-23.3134,-71.1981,10,3.7,ml,,193,1.495,1.17,us,us2000jkbr,2019-02-19T23:12:00.693Z,"89km WNW of Antofagasta, Chile",earthquake,2.9,2,0.077,22,reviewed,us,us
2019-02-18T19:30:22.730Z,-9.5056,112.8624,21.6,5.6,mww,,33,1.637,1,us,us2000jjm5,2019-02-19T22:25:46.040Z,"123km S of Krajan Tambakrejo, Indonesia",earthquake,6.9,3.5,0.073,18,reviewed,us,us
2019-02-18T17:49:50.950Z,2.2479,128.7852,35,4.6,mb,,124,2.039,0.9,us,us2000jjl3,2019-02-18T20:42:53.040Z,"103km NE of Tobelo, Indonesia",earthquake,8.4,2,0.081,45,reviewed,us,us
2019-02-18T17:10:10.038Z,59.7815,-153.4648,126.6,2.5,ml,,,,0.59,ak,ak01929bijeq,2019-02-18T23:46:12.783Z,"81km E of Old Iliamna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-18T17:02:46.634Z,61.4116,-149.9472,39.7,4.4,ml,,,,0.58,ak,ak01929bgwg5,2019-02-24T17:20:56.107Z,"9km S of Big Lake, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-02-18T16:31:33.390Z,38.5832,44.1405,10,4.1,mb,,109,0.891,0.64,us,us2000jjk8,2019-02-18T17:33:15.040Z,"7km SSW of Saray, Turkey",earthquake,5.5,1.9,0.116,20,reviewed,us,us
